usda_id,name,calories,protein,fat,carbohydrates,fiber,sugar,calcium,iron,potassium,sodium,vitamin_c,vitamin_a,vitamin_e,saturated_fat,cholesterol,common_weight_1,common_serving_1,common_weight_2,common_serving_2
8365,"Cereal,QUAKER,SHREDDED WHEAT,BAGGED crunch",348,11.24,2.01,81.01,11.8,0.81,45,3.33,358,4,0,0,0,0.405,0,63,"3 biscuits,  (1 NLEA serving)",,
8212,"Cereal,QUAKER,SUN COUNTRY GRANOLA with ALMONDS",467,11.77,18.02,67.2,5.2,20.42,86,4.35,388,33,0.1,0,3.85,2.22,0,57,".5 cup,  (1 NLEA serving)",,
8505,"Cereal,RALSTON CORN BISCUITS",367,5.83,1.05,85.79,2.6,9.51,378,38.37,90,1070,18.5,1170,0.1,0.193,,30,"1 serving,  (NLEA serving size = 1 cup)",31,1 cup
8506,"Cereal,RALSTON CORN FLAKES",357,5.9,0.91,88.01,2.7,7.84,2,19.4,86,710,65,2115,0.02,0.227,,28,"1 serving,  (NLEA serving size = 1 cup)",31,1 cup
8507,"Cereal,RALSTON CRISPY HEXAGONS",379,5.94,0.95,86.78,1.5,9.57,8,34.67,99,816,43.8,2691,0.05,0.263,,29,"1 serving,  (NLEA serving size = 1 cup)",28,1 cup
8025,"Cereal,RALSTON CRISPY RICE",364,6.69,1.26,86.22,0.7,7.65,5,32.73,110,763,64.5,2346,0.06,0.36,0,33,"1 serving,  (NLEA serving size = 1.25 cup)",28,1 cup
8504,"Cereal,RALSTON enriched BRAN FLAKES",310,10.21,3.36,79.77,16.9,17.17,45,67.67,630,813,239.7,1771,80.46,0.433,,29,"1 serving,  (NLEA serving size = 0.75 cup)",42,1 cup
8074,"Cereal,RALSTON TASTEEOS",398,11.83,5.97,74.22,10.7,4.64,357,30,307,679,14.9,1711,0.43,1.023,0,30,"1 cup,  (1 NLEA serving)",28,1 cup
8156,"Cereal,RICE,PUFFED,fortified ",402,6.3,0.5,89.8,1.7,,6,31.7,113,3,0,0,,0.13,0,14,1 cup,14.2,.5 oz
8554,"Cereal,ROLLED OATS,whole WHEAT,RICE,MAPLE FLAV,with PECANS",422,8.3,10.5,76.9,6,24.5,45,3.46,298,279,0,1442,0.55,3.5,0,52,"1 serving,  (1 NLEA serving)",,
8085,"Cereal,SUN COUNTRY,KRETSCHMER HONEY CRUNCH WHEAT GERM",372,26.55,7.78,58.11,10.2,24.85,50,8.05,964,11,0,0,20.22,1.36,0,14,"1.667 tbsp,  (1 NLEA serving)",,
8363,"Cereal,SUN COUNTRY,KRETSCHMER toasted WHEAT BRAN",200,17.56,5.16,59.51,41.3,,66,13.88,1284,6,0,0,,0.77,0,16,".25 cup,  (1 NLEA serving)",,
8366,"Cereal,SUN COUNTRY,KRETSCHMER WHEAT GERM,REG",366,31.43,9.56,49.38,11.9,,50,8.34,1097,6,6,0,,1.66,0,14,1.67 tablespoon,,
8435,"Cereal,UNCLE SAM crunch",346,15.98,11.6,65.78,20.3,1.56,95,4.03,446,206,2.4,0,0.9,1.32,0,55,".75 cup,  (1 NLEA serving)",,
8508,"Cereal,USDA commodity CORN & RICE (INCLUDES ALL  BRANDS)",378,6.06,1.08,86.85,1.4,10.35,10,34.06,105,795,38.5,2792,0.08,0.26,,29,1 cup,29,"1 serving,  (NLEA serving = 1 cup)"
8509,"Cereal,USDA commodity RICE CRISPS (INCLUDES ALL  BRANDS)",381,6.45,1.27,86.04,0.7,8.35,5,10.53,108,850,46,2028,0.08,0.355,,28,"1 cup,  (1 NLEA serving)",,
8079,"Cereal,WAFFELOS",405,5.6,4.2,86.3,,,28,15.9,88,416,53,4409,,,0,30,1 cup,28.35,1 oz
8084,"Cereal,WHEAT GERM,toasted,plain",382,29.1,10.7,49.6,15.1,7.8,45,9.09,947,4,6,103,15.99,1.83,0,113,1 cup,28.35,1 oz
8157,"Cereal,WHEAT,PUFFED,fortified ",364,14.7,1.2,79.6,4.4,,28,31.7,348,4,0,0,,0.2,0,12,1 cup,14.2,.5 oz
8147,"Cereal,WHEAT,SHREDDED,plain,SUGAR & SALT FREE",337,11.37,2.21,78.76,12,0.94,50,2.95,376,6,10.1,0,0,0.45,0,46,"2 biscuits,  (1 NLEA serving)",46,1 serving
8162,"CEREALS,CORN GRITS,WHITE,unenriched,cooked with water,without SALT",59,1.42,0.19,12.87,0.3,0.1,3,0.16,21,2,0,1,0.02,0.025,0,242,1 cup,182,.75 cup
8161,"CEREALS,CORN GRITS,WHITE,enriched,cooked with water,with SALT",71,1.71,0.46,14.76,0.8,0.12,1,0.57,27,223,0,0,0.03,0.066,0,257,1 cup,16,1 tablespoon
8091,"CEREALS,CORN GRITS,WHITE,enriched,cooked with water,without SALT",71,1.71,0.46,14.76,0.8,0.12,1,0.57,27,2,0,0,0.03,0.066,0,257,1 cup,16,1 tbsp
