usda_id,name,calories,protein,fat,carbohydrates,fiber,sugar,calcium,iron,potassium,sodium,vitamin_c,vitamin_a,vitamin_e,saturated_fat,cholesterol,common_weight_1,common_serving_1,common_weight_2,common_serving_2
11306,"PEAS, green,  canned, solids and liquids",58,3.01,0.48,10.6,3.3,3.2,20,1.29,106,185,7.8,1529,0.02,0.086,0,124,.5 cup,482,"1 can,  (303 x 406)"
11310,"PEAS, green,  canned,SEASONED, solids and liquids",50,3.09,0.27,9.25,2,,15,1.2,122,254,11.5,433,,0.048,0,227,1 cup,114,.5 cup
11814,"PEAS, green, frozen,cooked, boiled, drained, with salt",78,5.15,0.27,14.26,5.5,4.65,24,1.52,110,323,9.9,2100,0.03,0.049,0,80,.5 cup,253,"1 package,  (10 oz) yields"
11313,"PEAS, green, frozen,cooked, boiled, drained, without salt",78,5.15,0.27,14.26,5.5,4.65,24,1.52,110,72,9.9,2100,0.03,0.049,0,80,.5 cup,253,"1 package,  (10 oz) yields"
11312,"PEAS, green, frozen,unprepared",77,5.22,0.4,13.62,4.5,5,22,1.53,153,108,18,2058,0.02,0.066,0,134,1 cup,284,1 package
11815,"PEAS,MATURE SEEDS,SPROUTED,cooked, boiled, drained, with salt",98,7.05,0.51,17.08,,,26,1.67,268,239,6.6,107,,0.09,0,,,,
11317,"PEAS,MATURE SEEDS,SPROUTED,cooked, boiled, drained, without salt",98,7.05,0.51,17.08,,,26,1.67,268,3,6.6,107,,0.09,0,,,,
11316,"PEAS,MATURE SEEDS,SPROUTED,RAW",124,8.8,0.68,27.11,,,36,2.26,381,20,10.4,166,,0.124,0,120,1 cup,,
11816,"PEAS and CARROTS, canned,NO SALT, solids and liquids",38,2.17,0.27,8.48,3.3,2.83,23,0.75,100,4,6.6,6854,0.38,0.049,0,255,1 cup,,
11318,"PEAS and CARROTS, canned, solids and liquids",38,2.17,0.27,8.48,2,,23,0.75,100,260,6.6,5770,,0.049,0,255,1 cup,,
11817,"PEAS and CARROTS,frozen,cooked, boiled, drained, with salt",48,3.09,0.42,10.12,3.1,4.36,23,0.94,158,304,8.1,9514,0.52,0.077,0,278,"1 package,  (10 oz) yields",80,.5 cup
11323,"PEAS and CARROTS,frozen,cooked, boiled, drained, without salt",48,3.09,0.42,10.12,3.1,4.36,23,0.94,158,68,8.1,9514,0.52,0.077,0,278,"1 package,  (10 oz) yields",80,.5 cup
